id,program_id,order,code,website,enacted,enactedtext,effective,effectivetext,expired,expiredtext,file_key,file_name
243,635,1,"Md Code: Tax - General Â§ 10-722",http://mlis.state.md.us/asp/web_statutes.asp?gtg&10-722,,05/18/2001,,"07/01/2001 (Expenditures)<br>01/01/2003 (Claims)",,12/31/2011,,
244,636,1,"Md Code: Tax - General Â§ 10-722",http://mlis.state.md.us/asp/web_statutes.asp?gtg&10-722,,05/18/2001,,"07/01/2001 (Expenditures)<br>01/01/2003 (Claims)",,12/31/2011,,
245,638,3,"OAR 330-070-0010 to 330-070-0097",http://www.oregon.gov/energy/CONS/docs/RETC_Rules-060216.pdf,,"1977, subsequently amended",,1/1/2015,,,,
247,249,1,"Title 13 L.P.R.A., Section 9030",,,,,,,,,
248,306,1,"Title 13 L.P.R.A., Section 9048",,,,,,,,,
249,657,1,"CA Revenue and Taxation Code Â§ 17208.1",http://www.leginfo.ca.gov/cgi-bin/displaycode?section=rtc&group=17001-18000&file=17201-17299.9,,10/1/01,,10/1/01,,,,
251,659,1,"California Revenue & Taxation Code Â§ 17053.84",,,10/8/01,,1/1/01,,1/1/06,,
252,661,1,"ORC Â§ 4928.61 et seq.",,,1999,,2002,,,,
253,663,1,"C.R.S. Â§39-22-516",,,,,7/1/98,,6/30/11,,
257,20,1,"442.012 R.S. Mo.",https://revisor.mo.gov/main/OneSection.aspx?section=442.012,"1979-01-01 05:00:00",1979,,,,,,
258,21,1,"New Hampshire Statutes § 477:49 et seq.",http://www.gencourt.state.nh.us/rsa/html/NHTOC/NHTOC-XLVIII-477.htm,,1985,,8/17/1985,,,,
259,22,1,"ORC Â§ 5301.63",http://codes.ohio.gov/orc/5301.63,,8/14/79,,,,,,
261,1,1,"N.D. Cent. Code, § 47-05-01.1 et seq.",http://www.legis.nd.gov/cencode/t47c05.pdf,,1977,,,,,,
263,3,1,"Md Code: Real Property Â§ 2-119",https://advance.lexis.com/documentpage/?pdmfid=1000516&crid=9e77b87f-7933-4a37-9685-40bd5a74cf39&nodeid=ABEAADAAT&nodepath=%2FROOT%2FABE%2FABEAAD%2FABEAADAAT&level=3&haschildren=&populated=false&title=%C2%A7+2-119.+Covenants+restricting+installation+of+so,,,,"07/01/1980 (subsequently amended)",,,,
264,4,2,"ORS § 215.044 et seq.",https://www.oregonlaws.org/ors/215.044,,,,,,,,
266,6,1,"AS 34.15.145",http://www.legis.state.ak.us/basis/statutes.asp?title=34#34.15.145,,1980,,,,,,
267,7,1,"Idaho Code § 55-615",https://legislature.idaho.gov/statutesrules/idstat/title55/t55ch6/sect55-615/,,,,,,,,
268,8,1,"Kansas Statute 58-3801 et seq.",http://kslegislature.org/li/statute/058_000_0000_chapter/058_038_0000_article/058_038_0001_section/058_038_0001_k/,,,,,,,,
269,10,1,"O.C.G.A. § 44-9-21 et seq.",http://www.lexisnexis.com/hottopics/gacode/,,1978,,,,,,
270,11,1,"KRS § 381.200",https://apps.legislature.ky.gov/law/statutes/chapter.aspx?id=39147,,1982,,7/15/82,,,,
271,12,1,"33 M.R.S. §1401 et seq.",http://janus.state.me.us/legis/statutes/33/title33ch28sec0.html,,1981,,,,,,
273,15,1,"16 TAC § 25.475",http://www.puc.state.tx.us/agency/rulesnlaws/subrules/electric/25.475/25.475.pdf,,,,06/01/2004,,,,
275,676,1,"26 USC § 168",https://www.gpo.gov/fdsys/pkg/USCODE-2014-title26/pdf/USCODE-2014-title26-subtitleA-chap1-subchapB-partVI-sec168.pdf,,,,1986,,,,
276,683,1,"N.C. Gen. Stat. Â§ 143B-437.16",http://www.ncga.state.nc.us/EnactedLegislation/Statutes/HTML/BySection/Chapter_143B/GS_143B-437.16.html,,8/3/2001,,,,,,
277,724,1,"26 USC Â§ 179(a)",,,,,,,12/31/04,,
278,726,1,"26 USC Â§ 179(a)",,,,,,,12/31/04,,
281,1074,1,"KRS Â§ 278.465 et seq.",,,4/22/04,,7/13/04,,,,
283,734,1,"26 USC § 45",https://www.govinfo.gov/content/pkg/USCODE-2018-title26/pdf/USCODE-2018-title26-subtitleA-chap1-subchapA-partIV-subpartD-sec45.pdf,,"1992 (subsequently amended)",,,,,,
284,736,1,"26 USC Â§ 40",,,,,,,,,
285,753,1,"HRS Â§ 243-1; Â§ 243-4; Â§ 243-5",,,5/24/01,,1/1/02,,,,
286,755,1,"HRS Â§ 235-110.9",http://www.capitol.hawaii.gov/hrscurrent/Vol04_Ch0201-0257/HRS0235/HRS_0235-0110_0009.HTM,,,,,,12/31/10,,
287,762,1,"Alaska Stat. Â§ 43.40.010",,,,,,,6/30/04,,
289,778,1,"Arkansas Code § 23-18-603 et seq.",http://www.lexisnexis.com/hottopics/arcode/Default.asp,"2001-04-19 04:00:00","(subsequently amended)","2001-10-01 04:00:00",,,,,
290,779,1,"CPUC decision 12-09-018",http://docs.cpuc.ca.gov/PublishedDocs/Published/G000/M028/K168/28168335.pdf,,09/13/2012,,09/13/2012,,,,
291,618,2,"Mont. Code § 69-8-601 et seq.",https://leg.mt.gov/bills/mca/title_0690/chapter_0080/part_0060/sections_index.html,,1999,,,,,,
292,781,1,"FL PSC Order No. PSC-02-0109-FOF-EU",,,1/22/2002,,2/11/2002,,,,
293,782,1,"O.C.G. § 46-3-50 et seq.",http://www.lexisnexis.com/hottopics/gacode/Default.asp,"2001-04-28 04:00:00",,"2002-06-01 04:00:00",,,,,
294,786,1,"K.S. Â§ 66-1,184",,,,,,,,,
297,797,1,"N.J. Stat. § 48:3-87",http://www.lexisnexis.com/njoal/,,"1999 (subsequently amended)",,,,,,
298,798,2,"17.9.570 NMAC",http://www.nmcpr.state.nm.us/NMAC/parts/title17/17.009.0570.htm,,"12/31/1998; amended, 1/11/2007",,12/31/1998,,,,
300,802,1,"ORS Â§ 757.300",https://www.oregonlegislature.gov/bills_laws/lawsstatutes/2013ors757.html,,"1999; amended, 6/7/2005",,1999,,,,
301,805,1,"16 TAC § 25.211 et seq.",http://www.puc.texas.gov/agency/rulesnlaws/subrules/electric/Electric.aspx,,"11/18/1999 (subsequently amended)",,,,,,
302,806,1,"Utah Code § 54-15-101 et seq.",http://le.utah.gov/xcode/Title54/Chapter15/54-15.html?v=C54-15_1800010118000101,,"3/15/2002 (subsequently amended)",,5/6/2002,,,,
303,807,1,"30 V.S.A. § 219a",http://legislature.vermont.gov/statutes/section/30/005/00219a,,"1998 (subsequently amended)",,1998,,,,
304,808,2,"20 VAC 5-315-40 et seq. (Interconnection of Net Metered Systems)",http://law.lis.virginia.gov/admincode/title20/agency5/chapter315/section40/,"2000-05-25 04:00:00","(subsequently amended)","2000-05-25 04:00:00",,,,,
305,809,1,"Chapter 480-108 WAC",http://apps.leg.wa.gov/WAC/default.aspx?cite=480-108,,"3/6/2006 (subsequently amended)",,4/6/2006,,,,
306,815,1,"Va. Code Â§ 45.1-392",http://leg1.state.va.us/cgi-bin/legp504.exe?000+cod+45.1-392,,,,1/1/1996,,07/01/2013,,
308,1103,1,"Assembly Bill 1207",,,,,,,7/1/05,,
309,608,1,"Missouri House Bill 1402",,,,,,,,,
311,836,1,"New Hampshire Statutes § 362-A:9",http://www.gencourt.state.nh.us/rsa/html/XXXIV/362-A/362-A-9.htm,,"8/25/1998 (subsequently amended)",,2001,,,,
313,366,1,"MCA § 15-32-201",http://leg.mt.gov/bills/mca/15/32/15-32-201.htm,,2001,,1/1/2002,,none,,
314,803,1,"O.C.G.A. Â§ 48-7-40.16",,,,,1/1/98,,,,
315,810,1,"O.C.G.A. Â§ 48-7-40.16",,,,,1/1/98,,,,
316,837,1,"NRS 374.307",http://www.leg.state.nv.us/NRS/NRS-374.html,,,,1/1/02,,7/1/05,,
317,861,1,"415 ILCS 120/30",,,,,1/1/97,,None,,
319,524,1,"City of Aspen and Pitkin County Efficient Building Ordinance",http://www.aspenpitkin.com/pdfs/depts/41/APEBGuidelines.pdf,,,,6/19/02,,,,
320,524,1,"Md Code: Property Tax Â§ 8-240",http://mgaleg.maryland.gov/webmga/frmStatutesText.aspx?article=gtp&section=8-240&ext=html&session=2015RS&tab=subject5,,,,"07/01/2008 (as amended)",,,,
321,529,1,"K.S.A. 79-32,201 as amended by (1999 SB 45)",,,5/13/99,,1/1/96,,,,
322,844,1,"K.S.A. 79-32,201 as amended by (1999 SB 45)",,,5/13/99,,1/1/96,,,,
323,478,1,"Va. Code Â§ 58.1-439.1",,,,,1/1/96,,1/1/07,,
324,519,1,"Va. Code Â§ 58.1-438.1",,,,,,,,,
326,310,1,"Title 13 L.P.R.A. Section 10039",,,1987,,,,,,
328,355,1,"§ 220 ILCS 5/16-111.1",http://www.ilga.gov/legislation/ilcs/ilcs4.asp?DocName=022000050HArt.+XVI&ActID=1277&ChapterID=23&SeqStart=35800000&SeqEnd=40900000,,06/30/1999,,06/30/1999,,,,
330,702,1,"Guidelines & Criteria for Granting Tax Abatements, Hansford County, Texas",,,11/12/02,,,,,,
331,61,1,"Rider E5 - Customer-Owned Distributed Generation Renewable Energy ServiceApplication",,,,,2002,,,,
332,715,1,"Â§ 142.028, Â§ 142.029 R.S.Mo.",,,,,7/1/89,,12/31/07,,
333,716,1,"Â§ 142.031 R.S.Mo.",,,,,,,,,
334,717,1,"N.D. Cent. Code, Â§ 4-14.1-07 through Â§ 4-14.1-10",,,"1995, amended 1999, 2001, 2003",,,,12/31/09,,
335,719,1,"Wis. Stat. Â§ 93.75",,,,,7/1/01,,7/1/06,,
337,723,1,"Wyo. Stat. Â§ 39-17-109 (d)",,,,,1998,,,,
338,725,1,"Â§ 10-47B-162",,,,,"2/28/02 & 7/1/02",,12/31/06,,
339,766,1,"K.S.A 79-34,160 through79-34,164",,,7/1/01,,7/1/01,,7/1/2011,,
340,793,1,"15-6-201(1)(dd) MCA",,,,,,,,,
341,735,1,"S.D. Codified Laws Â§ 10-47B-4",,,,,,,,,
342,814,1,"15-70-522 MCA",,,,,,,7/1/2010,,
343,823,1,"15-30-164 MCA",,,1993,,,,,,
344,843,1,"15-30-164 MCA",,,1993,,,,,,
346,851,1,"15-70-204(3) MCA",,,,,,,,,
347,852,1,"68 Okl. St. Â§ 2357.22",,,,,1/1/91,,1/1/09,,
348,856,1,"68 Okl. St. Â§ 1355 and Â§ 723",,,,,,,,,
349,857,1,"63-2405, Idaho Code",,,,,,,,,
350,136,1,,,,,,,,,,
351,859,1,"2002 SB 1316",,,10/16/02,,1/1/03,,12/31/12,,
353,439,1,"415 ILCS 120/30",,,,,1995,,"No expiration date",,
354,862,1,"415 ILCS 120/30",,,,,1995,,"No expiration date",,
355,865,1,"35 ILCS 105/3-10",,,1989,,1/1/1990,,7/1/2013,,
357,864,1,"68 Okl. St. Â§ 2357.22",,,,,1/1/91,,1/1/09,,
359,873,1,"C.R.S. 39-33-102 through 105",,,,,7/1/98,,6/30/11,,
360,884,1,"30 V.S.A. Â§ 209",http://www.leg.state.vt.us/statutes/fullsection.cfm?Title=30&Chapter=005&Section=00209,,2002,,,,,,
361,888,1,"La. R.S. 47:1706",http://legis.la.gov/Legis/Law.aspx?p=y&d=101337,,5/11/1994,,,,,,
362,889,1,"S.D. Codified Laws Â§ 10-47B-136",,,,,,,,,
363,890,1,"Cal Rev & Tax Code Â§ 8651.8",,,,,,,,,
365,220,1,"Utah Code Ann. Â§ 59-10-127",,,,,1/1/01,,12/31/05,,
366,670,1,"Utah Code Ann. Â§ 59-7-605",,,,,1/1/01,,12/31/05,,
367,897,1,"City Council Resolution No. 990211-36",,,02/11/1999,,,,12/31/2004,,
368,917,1,"7 USC § 8107",http://www.gpo.gov/fdsys/pkg/USCODE-2011-title7/pdf/USCODE-2011-title7-chap107-sec8106.pdf,,5/13/2002,,"FY 2003",,,,
369,923,1,"Electric Energy Supply Policy",,,3/25/03,,,,,,
370,924,1,"W. Va. Code Â§ 11-6D-2 et seq.",,,,,7/1/97,,7/1/07,,
372,774,1,"SDCL Â§ 10-4-36 et seq.",http://legis.state.sd.us/statutes/DisplayStatute.aspx?Type=Statute&Statute=10-4,,"3/20/2003 (subsequently amended)",,,,7/1/2010,,
375,945,1,"PA 093-0015 (HB 046 of 2003)",,,6/11/03,,7/1/03,,,,
377,939,1,"Wyo. Stat. Â§ 39-15-105(a)(viii)(N)",http://legisweb.state.wy.us/statutes/titles/Title39/T39CH12AR1.htm,,,,07/01/2003,,06/30/2012,,
379,951,1,"Minn. Stat. § 216B.1611",https://www.revisor.mn.gov/statutes/?id=216b.1611,,2001,,,,,,
380,953,1,"Wis. Stat. § 196.496",http://nxt.legis.state.wi.us/nxt/gateway.dll?f=templates&fn=default.htm&vid=WI:Default&d=stats&jd=ch.%20196,,08/30/2001,,,,,,
381,959,1,"SB 363 of 2003",,,4/14/03,,1/1/03,,,,
383,958,1,"SB 363",,,4/15/03,,01/01/03,,,,
384,812,1,"HB 1001 (2003)",,,05/12/03,,01/01/04,,,,
387,969,1,"HB 1309",,,4/21/03,,12/31/03,,,,
388,970,1,"HB1241 (2003)",,,04/18/03,,07/01/03,,07/01/09,,
389,971,1,"PA 198 (1974)",,,,,,,,,
390,973,1,"ARS 49-551.01 (HB 2560 of 2002)",,,05/22/02,,06/30/03,,06/30/05,,
391,763,1,"Tenn. Code Â§ 67-5-601",http://www.lexisnexis.com/hottopics/tncode/,,06/23/03,,06/23/03,,,,
392,961,1,"36 MRSA Â§2903 (LD 441, 2003)",,,5/23/03,,,,,,
394,978,1,"MCA § 15-6-225",http://leg.mt.gov/bills/mca/15/6/15-6-225.htm,,2001,,,,none,,
395,979,1,"SB 429 (2003)",,,5/30/03,,01/01/04,,12/31/10,,
396,981,1,"SB 275 (2003)",,,6/20/03,,9/01/03,,,,
401,68,1,"52 Pa. Code § 54.6",http://www.pacode.com/secure/data/052/chapter54/chap54toc.html#54.6.,,,,1998,,,,
405,87,1,"RCW § 19.29A.050 et seq.",http://apps.leg.wa.gov/RCW/default.aspx?cite=19.29A,,3/30/2000,,2001,,,,
406,47,2,"A.C.A. Â§ 15-4-2105",,,,,,,,,
408,40,2,"20 VAC 5-315-10 et seq.",http://leg1.state.va.us/cgi-bin/legp504.exe?000+reg+20VAC5-315-10,,"2000 (subsequently amended)",,5/25/2000,,,,
411,187,2,"OR AR 860-038-0300",http://arcweb.sos.state.or.us/pages/rules/oars_800/oar_860/860_038.html,,,,9/29/2000,,,,
413,193,2,"MD PSC Case 8738, Order 76241",http://webapp.psc.state.md.us/Intranet/casenum/NewIndex3_VOpenFile.cfm?ServerFilePath=C%3A%5CCasenum%5C8700%2D8749%5C8738%5C825%2Edoc,,06/20/2000,,07/01/2000,,,,
414,216,2,"Tenn. Code Â§ 4-3-702",,,,,,,,,
415,222,2,"NMPRC Case No.3349",,,,,,,,,
417,257,2,"Ind. Code § 36-7-2-1 et seq.",http://www.in.gov/legislative/ic/2010/title36/ar7/ch2.html,,03/21/2002,,07/01/2002,,,,
422,282,2,"Minn. R. 7835.3300, et seq.",http://www.revisor.leg.state.mn.us/arule/7835/3300.html,,,,2000,,,,
426,337,1,"PUCT Substantive Rules § 25.22(7)",http://www.puc.state.tx.us/agency/rulesnlaws/subrules/electric/25.22/25.22.pdf,,,,,,,,
427,340,2,"Florida Energy Efficiency and Conservation Act of 1980",,,,,,,,,
429,373,2,"NAC 704.8831 et seq.",http://www.leg.state.nv.us/nac/NAC-704.html#NAC704Sec8831,,,,2002,,,,
431,447,2,"20 CCR 1390, et seq.",http://www.energy.ca.gov/sb1305/documents/SB1305REG.PDF,,,,,,,,
435,479,2,"225 CMR 14.00",http://www.mass.gov/courts/docs/lawlib/220-229cmr/225cmr14.pdf,,"12/20/2010 (subsequently amended)",,01/07/2011,,,,
436,480,2,"220 CMR 11.06",http://www.mass.gov/eea/docs/dpu/cmr/220cmr1100.pdf,,,,09/01/1998,,,,
437,487,2,"83 Ill. Adm. Code 421",http://www.ilga.gov/commission/jcar/admincode/083/08300421sections.html,,,,12/15/1998,,,,
438,652,2,"CDR 26-3000-3001",http://regulations.delaware.gov/AdminCode/title26/3000/3001.shtml#TopOfPage,,,,8/31/1999,,,,
439,655,2,"20 VAC 5-312-20",http://leg1.state.va.us/cgi-bin/legp504.exe?000+reg+20VAC5-312-20,"2001-06-19 04:00:00","(subsequently amended)","2001-08-01 04:00:00",,,,,
440,749,2,"Residential Solar Domestic Water Heating Permit Standards",http://www.azmag.gov/Documents/BCC_2013-08-30_2013-MAG-Building-Code-Amendments-and-Standards-Manual.pdf,"2003-06-18 04:00:00",07/09/2009,,,,,,
441,536,2,"AR PSC Order No. 8, Docket 06-105-U",,"2007-11-27 05:00:00",,,,,,,
445,564,2,"N.J.A.C. 14:8-1 & 14:8-2",http://www.lexisnexis.com/hottopics/njcode/,,"2001 (subsequently amended)",,09/01/2001,,,,
447,581,2,"Executive Order No. 111 Guidelines",http://www.nyserda.ny.gov/~/media/Files/EERP/Commercial/Sector/Municipalities/exec-order111-guidelines.ashx?sc_database=web,,,,,,,,
449,627,2,"MCA 35-19-104",,,,,,,,,
450,628,2,"Ordinance Number 120529",,,9/24/01,,2002,,,,
454,1074,2,,,,,,,,,,
455,778,2,"AR PSC Order No. 8, Docket 06-105-U",,"2007-11-27 05:00:00",,,,,,,
456,786,2,"K.S. Â§ 66-1238",,,4/17/2003,,7/1/2003,,,,
461,808,3,"Va. Code § 56-578",http://leg1.state.va.us/cgi-bin/legp504.exe?000+cod+56-578,,,"2000-07-01 04:00:00","(subsequently amended)",,,,
462,1103,2,"Government Code 65892.13",,,,,,,,,
463,836,3,"N.H. Admin. Rules, Puc 900",http://www.puc.state.nh.us/Regulatory/Rules/PUC900.pdf,,,,"1/12/2001 (subsequently amended)",,,,
465,478,2,"Va. Code Â§ 58.1-2101",,,,,,,,,
466,519,2,"26 USCS Â§ 179A",,,,,,,,,
468,136,2,,,,,,,,,,
470,951,2,"Minnesota Distributed Energy Resource Interconnection Process and Agreement",https://mn.gov/puc/assets/Minnesota%20Distributed%20Energy%20Resource%20Interconnection%20Process%20and%20Agreement%20%28MN%20DIP%20and%20DIA%29_tcm14-381183.pdf,"2019-04-19 04:00:00",,"2019-06-17 04:00:00",,,,,
471,971,2,"HB 4010 (2003)",,,,,,,,,
476,72,1,"Interconnection of Small Customer Generation","Gary sent word file",,9/30/2008,,,,,,
479,376,1,"Fla. Stat. § 377.705",http://www.leg.state.fl.us/statutes/index.cfm?mode=View%20Statutes&SubMenu=1&App_mode=Display_Statute&Search_String=377.705&URL=0300-0399/0377/Sections/0377.705.html,,1976,,1976,,,,
482,341,2,"Fla. Stat. § 1013.44",http://www.leg.state.fl.us/Statutes/index.cfm?App_mode=Display_Statute&Search_String=&URL=1000-1099/1013/1013PARTIIIBContentsIndex.html,,2002,,2002,,,,
497,533,1,"25-6.093, F.A.C.",https://www.flrules.org/gateway/ruleNo.asp?id=25-6.093,,,,4/18/1999,,,,
498,261,1,"TEP Pricing Plan PRS-101",http://tucsonelectric.com/Docs/PRS101.pdf,,,,3/20/2003,,,,
499,261,1,"TEP Pricing Plan PRS-102",http://tucsonelectric.com/Docs/PRS102.pdf,,,,3/20/2003,,,,
519,59,1,"35-A M.R.S.A. Â§10121",http://www.mainelegislature.org/legis/statutes/35-A/title35-Asec10121.html,,"1997 (subsequently amended)",,3/1/2000,,,,
520,59,2,"ME PUC 65.407, Ch. 312",http://www.efficiencymaine.com/docs/AgencyRules/Chapter%20312.pdf,,,,12/15/1998,,,,
558,319,1,"Fla. Stat.§ 489.105 et seq.",http://www.leg.state.fl.us/Statutes/index.cfm?App_mode=Display_Statute&Search_String=&URL=0400-0499/0489/Sections/0489.105.html,,,,,,,,
560,477,1,"Minnesota Rules 1325.1100",http://www.revisor.leg.state.mn.us/arule/1325/1100.html,,,,,,,,
561,653,1,"MN PUC Order, Docket No. E,G-999/CI-00-1343",,,10/02/2001,,09/03/2002,,,,
562,301,2,"M.G.L. ch. 184 § 23C. Solar energy systems; installation or use; restrictive provisions",http://www.mass.gov/legis/laws/mgl/184-23c.htm,,,,,,,,
563,33,1,,,,,,10/10/03,,,,
564,24,1,"Policy No. 303 - Interconnection of Small Customer Generation Facilities","Tim emailed it to me",,,,7/03,,None,,
565,224,2,"OAC §4901:1-10-31 (Electric Distribution Utilities)",http://codes.ohio.gov/oac/4901%3A1-10-31,,,,"9/18/2000 (subsequently amended)",,,,
568,589,1,"N.J. Stat. § 48:3-60",,"2001-03-01 05:00:00",1999,"2014-10-23 04:00:00",,"2014-12-22 05:00:00","FY2015 end of solicitation period.",,
569,168,1,"N.J. Stat. Â§ 48:3-60 et seq.",http://lis.njleg.state.nj.us/cgi-bin/om_isapi.dll?clientID=26132051&Depth=4&TD=WRAP&advquery=%22%a7%2048%3a3-60%22&headingswithhits=on&infobase=statutes.nfo&rank=&record={1447E}&softpage=Q_Frame_Pg42&wordsaroundhits=2&x=18&y=10&zz=,,"02/09/1999 (subsquently amended)",,,,,,
572,897,2,"City Council Resolution No. 030925-2",,,09/25/2003,,,,01/01/2020,,
573,595,,,,,,,10/1/03,,"Ongoing until funds are exhausted",,
574,309,2,"NY CLS General City § 20 (24)",https://www.nysenate.gov/legislation/laws/GCT/20,,,,1981,,,,
578,110,,"RI General Laws Â§ 44-57-7: Forms of application for system certification",,,2000,,1/1/01,,,,
579,750,0,,,,,,,,,,
580,863,0,,,,,,,,,,
581,829,1,"S. 57 of 2003",,,6/17/03,,,,,,
588,239,1,"Conn. Gen. Stat. Â§ 16-245p",https://www.cga.ct.gov/current/pub/chap_283.htm#sec_16-245p,,"1998; subsequently amended",,7/1/1998,,,,
591,1037,0,"AB 396 of 2003",,,5/29/2003,,7/1/2003,,,,
592,1036,1,"NAC 704.8901 et seq.",http://www.leg.state.nv.us/nac/NAC-704.html#NAC704Sec8901,,,,,,,,
593,445,1,"Palo Alto Municipal Code Title 21, Chapter 12",,,,,,,,,
595,253,1,"Los Angeles Municipal Code Chapter 1 Section 12.21.1",http://library.amlegal.com/nxt/gateway.dll/California/lamc/municipalcode/chapterigeneralprovisionsandzoning/article2specificplanning-zoningcomprehen?f=templates$fn=default.htm$3.0$vid=amlegal:la_all_mc$anc=JD_12.21.1.,"2012-04-19 04:00:00",,"2012-05-29 04:00:00",,,,,
596,576,1,"RCW § 82.08.962",http://apps.leg.wa.gov/RCW/default.aspx?Cite=82.08&full=true#82.08.962,,,,07/01/2009,,01/01/2020,,
597,462,0,,,,,,,,,,
599,1040,,"KY PSC Case No. 2001-00303; 2001-00304",,,3/14/02,,3/15/02,,3/14/05,,
600,1041,,"KY PSC Case No. 2001-00303; 2001-00304",,,3/14/02,,3/15/02,,3/14/05,,
601,1042,,"KY PSC Case No. 2002-00240",,,9/13/02,,9/13/02,,9/13/05,,
602,1043,,"KY PSC Case No. 2003-00010",,,10/1/03,,9/25/03,,9/30/06,,
603,295,1,"City of Eugene City Codes Section 9.2780 et seq.",https://eugene.municipal.codes/EC/09_SolarStandards,,,,,,,,
604,323,0,"NM PSC Final Order, Case Number 2476","file sent by Elisha Leyba, NM PRC",,,,3/29/1993,,,,
606,897,3,"Austin Energy's Ten-Year Strategic Plan",,,12/04/2003,,,,,,
607,534,1,"Proposed Rules I-V for MCA Title 69, Chap. 8",,,,,,,,,
608,297,1,"CII PV RFP 9 15 04 V21",,,,,"12/29/03; revised 9/15/04",,12/29/2006,,
609,721,,,,,,,"December 2003",,"April 2004**",,
610,1048,1,"Minn. Stat. § 116C.779",https://www.revisor.leg.state.mn.us/statutes/?id=116C.779,,"1994 (subsequently amended)",,1999,,,,
614,1050,,"Senate Bill 704 of 2003","CA Legislature",,9/22/03,,1/1/04,,6/30/04,,
615,419,1,"Portland, Oregon - Local Action Plan for Global Warming 2001",http://www.portlandonline.com/shared/cfm/image.cfm?id=25050,,,,2001,,,,
616,1053,,,,,,,"January 2004",,,,
617,1054,0,,,,,,2/04,,,,
620,1058,1,"DCMR 15-4000 et seq.",http://www.dcregs.dc.gov/Gateway/ChapterHome.aspx?ChapterNumber=15-40,,02/06/2009,,02/13/2009,,,,
621,1059,2,"CT DPUC Decision, Docket No. 03-01-15RE01",http://www.dpuc.state.ct.us/FINALDEC.NSF/0d1e102026cb64d98525644800691cfe/a6ac34c9193a8f99852573a8006f661b/$FILE/030115RE01-120507.doc,,12/5/2007,,12/5/2007,,,,
624,246,1,"ORS 757.612 et seq.",https://www.oregonlegislature.gov/bills_laws/ors/ors757.html,,,,,,1/1/2026,,
626,720,3,"N.M. Stat. § 62-16-1 et seq.",https://laws.nmonesource.com/w/nmos/Chapter-62-NMSA-1978#!fragment/zoupio-_Toc27124680/BQCwhgziBcwMYgK4DsDWszIQewE4BUBTADwBdoAvbRABwEtsBaAfX2zgCYB2ARg4BYAbAA4ADAEoANMmylCEAIqJCuAJ7QA5BskRCYXAiUr1WnXoMgAynlIAhdQCUAogBknANQCCAOQDCTyVIwACNoUnZxcSA,"2004-03-01 05:00:00","(subsequently amended)",,,,,,
627,1067,0,"House Bill 251 of 2004",http://www.legis.state.nm.us/Sessions/04%20Regular/bills/house/HB0251.pdf,,3/4/04,,7/1/04,,,,
629,28,1,"Fla. Stat. Â§ 163.04",http://www.leg.state.fl.us/Statutes/index.cfm?App_mode=Display_Statute&Search_String=&URL=0100-0199/0163/Sections/0163.04.html,,"1980 (subsequently amended)",,7/1/1980,,,,
630,1070,1,"Utah Code 59-12-104",http://le.utah.gov/xcode/Title59/Chapter12/59-12-S104.html?v=C59-12-S104_2015051220150701,,,,7/1/2004,,6/30/2027,,
631,1071,1,"68 Okl. St. Â§ 1355 and Â§ 723",,,,,,,,,
632,944,0,,,,,,"July 1996",,,,
633,1072,0,"C.R.S. 40-9.5-301 et seq.",,,2002,,7/1/2002,,,,
634,790,,"326 IAC 10-4-9",,,,,,,,,
635,972,,,,,2/17/03,,,,,,
638,550,,,,,,,,,"Applications due June 9, 2004",,
639,1079,,"ORC Â§ 4928.61 et seq.",,,"2003 (amended)",,2004,,,,
643,1081,1,"KRS § 278.465 et seq.",http://www.lrc.ky.gov/KRS/278-00/CHAPTER.HTM,,"4/22/2004 (amended 2008)",,"7/13/2004 (amendments effective 07/15/2008)",,,,
644,600,0,,,,,,,,,,
645,1082,1,"Standard Electric Price Plans",http://www.srpnet.com/prices/priceprocess/pdfx/April2015RatebookPUBLISHED.pdf,"2015-02-26 05:00:00",,"2015-04-01 04:00:00",11/01/2012,,,,
647,1083,1,"La. R.S. 51:3061 et seq.",http://legis.la.gov/legis/Law.aspx?p=y&d=208140,,6/27/2003,,10/1/2003,,,,
648,799,1,"NY PSC Order, Case 94-E-0952",,,12/31/1999,,12/31/1999,,,,
650,1085,1,"Md. Public Utilities Code § 7-701 et seq.",http://mgaleg.maryland.gov/mgawebsite/Laws/StatuteText?article=gpu&section=7-701&enactments=False&archived=False,,"05/26/2004 (subsequently amended)",,01/01/2004,,,,
651,989,1,"HRS Â§ 269-101 et seq.",http://www.capitol.hawaii.gov/hrscurrent/Vol05_Ch0261-0319/HRS0269/HRS_0269-0101.htm,,"6/25/2001 (subsequently amended)",,,,,,
654,15,2,"16 TAC § 25.476",http://www.puc.state.tx.us/agency/rulesnlaws/subrules/electric/25.476/25.476.pdf,,,,06/01/2004,,,,
