id,program_id,label,value,display_order,template_id
19197,3782,"Ownership of Renewable Energy Credits",,5,100
19198,3809,"Ownership of Renewable Energy Credits",,5,100
19199,3811,"Ownership of Renewable Energy Credits",,5,100
19200,3840,"Ownership of Renewable Energy Credits",,5,100
19201,3842,"Ownership of Renewable Energy Credits",,5,100
19202,3843,"Ownership of Renewable Energy Credits",,5,100
19203,3845,"Ownership of Renewable Energy Credits",,5,100
19204,3847,"Ownership of Renewable Energy Credits",,5,100
19205,5002,"Ownership of Renewable Energy Credits",,5,100
19206,4368,"Ownership of Renewable Energy Credits",,5,100
19207,4834,"Ownership of Renewable Energy Credits",,5,100
19208,4835,"Ownership of Renewable Energy Credits",,5,100
19209,4372,"Ownership of Renewable Energy Credits",,5,100
19210,4640,"Ownership of Renewable Energy Credits",,5,100
19211,4910,"Ownership of Renewable Energy Credits",,5,100
19212,4581,"Ownership of Renewable Energy Credits",,5,100
19213,4638,"Ownership of Renewable Energy Credits",,5,100
19214,4639,"Ownership of Renewable Energy Credits",,5,100
19215,4917,"Ownership of Renewable Energy Credits","Not addressed",5,100
19216,4828,"Ownership of Renewable Energy Credits",,5,100
19217,4333,"Ownership of Renewable Energy Credits",,5,100
19218,4433,"Ownership of Renewable Energy Credits",,5,100
19219,4683,"Ownership of Renewable Energy Credits",Customer-generator,5,100
19220,5167,"Ownership of Renewable Energy Credits",,5,100
19221,4343,"Ownership of Renewable Energy Credits","Assigned to utility",5,100
19222,4356,"Ownership of Renewable Energy Credits",,5,100
19223,4344,"Ownership of Renewable Energy Credits",,5,100
19224,4342,"Ownership of Renewable Energy Credits","Electric Utility",5,100
19225,4473,"Ownership of Renewable Energy Credits","NV Energy",5,100
19226,5204,"Ownership of Renewable Energy Credits",,5,100
19227,5377,"Ownership of Renewable Energy Credits",,5,100
19228,4345,"Ownership of Renewable Energy Credits","Mohave Electric Cooperative",5,100
19229,4365,"Ownership of Renewable Energy Credits",,5,100
19230,4768,"Ownership of Renewable Energy Credits",,5,100
19231,4350,"Ownership of Renewable Energy Credits",,5,100
19232,4355,"Ownership of Renewable Energy Credits","Transferred to the Utility",5,100
19233,4353,"Ownership of Renewable Energy Credits",,5,100
19234,4593,"Ownership of Renewable Energy Credits",,5,100
19235,4948,"Ownership of Renewable Energy Credits",,5,100
19236,4423,"Ownership of Renewable Energy Credits",,5,100
19237,4503,"Ownership of Renewable Energy Credits",,5,100
19238,4504,"Ownership of Renewable Energy Credits",,5,100
19239,5354,"Ownership of Renewable Energy Credits",,5,100
19240,5183,"Ownership of Renewable Energy Credits",,5,100
19241,5314,"Ownership of Renewable Energy Credits",,5,100
19242,5210,"Ownership of Renewable Energy Credits",,5,100
19243,5364,"Ownership of Renewable Energy Credits",,5,100
19244,5569,"Ownership of Renewable Energy Credits",,5,100
19245,5340,"Ownership of Renewable Energy Credits",,5,100
19246,3551,"Ownership of Renewable Energy Credits",,5,100
19247,3553,"Ownership of Renewable Energy Credits",,5,100
19248,3638,"Ownership of Renewable Energy Credits",,5,100
19249,3639,"Ownership of Renewable Energy Credits",,5,100
19250,3485,"Ownership of Renewable Energy Credits",,5,100
19251,3691,"Ownership of Renewable Energy Credits",,5,100
19252,3692,"Ownership of Renewable Energy Credits",,5,100
19253,3693,"Ownership of Renewable Energy Credits",,5,100
19254,3778,"Ownership of Renewable Energy Credits",,5,100
19255,3990,"Ownership of Renewable Energy Credits",,5,100
19256,4049,"Ownership of Renewable Energy Credits",,5,100
19257,4516,"Ownership of Renewable Energy Credits",,5,100
19258,4109,"Ownership of Renewable Energy Credits",,5,100
19259,4116,"Ownership of Renewable Energy Credits",,5,100
19260,4576,"Ownership of Renewable Energy Credits",,5,100
19261,4635,"Ownership of Renewable Energy Credits",,5,100
19262,4759,"Ownership of Renewable Energy Credits",,5,100
19263,3723,"Ownership of Renewable Energy Credits",,5,100
19264,3724,"Ownership of Renewable Energy Credits",,5,100
19265,3486,"Ownership of Renewable Energy Credits",,5,100
19266,3488,"Ownership of Renewable Energy Credits",,5,100
19267,3505,"Ownership of Renewable Energy Credits",,5,100
19268,3785,"Ownership of Renewable Energy Credits",,5,100
19269,3786,"Ownership of Renewable Energy Credits",,5,100
19270,4281,"Ownership of Renewable Energy Credits",,5,100
19271,4386,"Ownership of Renewable Energy Credits",Customer-generator,5,100
19272,4388,"Ownership of Renewable Energy Credits",,5,100
19273,4482,"Ownership of Renewable Energy Credits",,5,100
19274,3573,"Ownership of Renewable Energy Credits",,5,100
19275,3637,"Ownership of Renewable Energy Credits",,5,100
19276,3642,"Ownership of Renewable Energy Credits",,5,100
19277,3717,"Ownership of Renewable Energy Credits","To be determined",5,100
19278,3791,"Ownership of Renewable Energy Credits",,5,100
19279,4181,"Ownership of Renewable Energy Credits",,5,100
19280,4232,"Ownership of Renewable Energy Credits",,5,100
19281,4233,"Ownership of Renewable Energy Credits",,5,100
19282,4291,"Ownership of Renewable Energy Credits",,5,100
19283,4762,"Ownership of Renewable Energy Credits",,5,100
19284,4764,"Ownership of Renewable Energy Credits",,5,100
19285,3654,"Ownership of Renewable Energy Credits",,5,100
19286,3487,"Ownership of Renewable Energy Credits",,5,100
19287,3498,"Ownership of Renewable Energy Credits",,5,100
19288,3499,"Ownership of Renewable Energy Credits",,5,100
19289,3795,"Ownership of Renewable Energy Credits",,5,100
19290,3930,"Ownership of Renewable Energy Credits",,5,100
19291,3931,"Ownership of Renewable Energy Credits",,5,100
19292,3932,"Ownership of Renewable Energy Credits","Not specified",5,100
19293,4646,"Ownership of Renewable Energy Credits",,5,100
19294,3500,"Ownership of Renewable Energy Credits",,5,100
19295,3557,"Ownership of Renewable Energy Credits",,5,100
19296,3556,"Ownership of Renewable Energy Credits",,5,100
19297,3873,"Ownership of Renewable Energy Credits","Not specified",5,100
19298,4037,"Ownership of Renewable Energy Credits",,5,100
19299,4419,"Ownership of Renewable Energy Credits",,5,100
19300,4420,"Ownership of Renewable Energy Credits","Customer retains RECs, but may enter into a 10 year contract for the utility to purchase the RECs",5,100
19301,3506,"Ownership of Renewable Energy Credits",,5,100
19302,3507,"Ownership of Renewable Energy Credits",,5,100
19303,3508,"Ownership of Renewable Energy Credits",,5,100
19304,3509,"Ownership of Renewable Energy Credits",,5,100
19305,3510,"Ownership of Renewable Energy Credits",,5,100
19306,3876,"Ownership of Renewable Energy Credits","Not specified",5,100
19307,4100,"Ownership of Renewable Energy Credits",,5,100
19308,4118,"Ownership of Renewable Energy Credits","Remain with customer",5,100
19309,4259,"Ownership of Renewable Energy Credits",,5,100
19310,4264,"Ownership of Renewable Energy Credits",,5,100
19311,3514,"Ownership of Renewable Energy Credits",,5,100
19312,3530,"Ownership of Renewable Energy Credits",,5,100
19313,3584,"Ownership of Renewable Energy Credits",,5,100
19314,3754,"Ownership of Renewable Energy Credits","Not specified.",5,100
19315,3630,"Ownership of Renewable Energy Credits",,5,100
19316,3773,"Ownership of Renewable Energy Credits",,5,100
19317,4228,"Ownership of Renewable Energy Credits",,5,100
19318,4387,"Ownership of Renewable Energy Credits",Customer-generator,5,100
19319,4766,"Ownership of Renewable Energy Credits",,5,100
19320,4794,"Ownership of Renewable Energy Credits","The Program Administrator owns all environmental credits.",5,100
19321,3748,"Ownership of Renewable Energy Credits",,5,100
19322,3747,"Ownership of Renewable Energy Credits",,5,100
19323,3735,"Ownership of Renewable Energy Credits",,5,100
19324,3829,"Ownership of Renewable Energy Credits",,5,100
19325,4184,"Ownership of Renewable Energy Credits",,5,100
19326,4464,"Ownership of Renewable Energy Credits",,5,100
19327,3749,"Ownership of Renewable Energy Credits",,5,100
19328,3716,"Ownership of Renewable Energy Credits",,5,100
19329,3730,"Ownership of Renewable Energy Credits",CEFIA,5,100
19330,3755,"Ownership of Renewable Energy Credits",,5,100
19331,3788,"Ownership of Renewable Energy Credits",,5,100
19332,3858,"Ownership of Renewable Energy Credits",,5,100
19333,3947,"Ownership of Renewable Energy Credits",,5,100
19334,4234,"Ownership of Renewable Energy Credits",,5,100
19335,4244,"Ownership of Renewable Energy Credits",,5,100
19336,4466,"Ownership of Renewable Energy Credits",,5,100
19337,4470,"Ownership of Renewable Energy Credits",,5,100
19338,4491,"Ownership of Renewable Energy Credits",,5,100
19339,4682,"Ownership of Renewable Energy Credits","NIPSCO retains ownership of all current or future environmental attributes",5,100
19340,3737,"Ownership of Renewable Energy Credits",,5,100
19341,3728,"Ownership of Renewable Energy Credits",,5,100
19342,3733,"Ownership of Renewable Energy Credits","Not specified",5,100
19343,3727,"Ownership of Renewable Energy Credits",,5,100
19344,4290,"Ownership of Renewable Energy Credits","Ocala Utility Services",5,100
19345,3802,"Ownership of Renewable Energy Credits",CEFIA,5,100
19346,4098,"Ownership of Renewable Energy Credits","Poudre Valley REA",5,100
19347,4369,"Ownership of Renewable Energy Credits",,5,100
19348,4370,"Ownership of Renewable Energy Credits",,5,100
19349,4379,"Ownership of Renewable Energy Credits","System owner",5,100
19350,4509,"Ownership of Renewable Energy Credits",,5,100
19351,4586,"Ownership of Renewable Energy Credits",,5,100
19352,4741,"Ownership of Renewable Energy Credits",,5,100
19353,5252,"Ownership of Renewable Energy Credits",,5,100
19354,3725,"Ownership of Renewable Energy Credits",,5,100
19355,3726,"Ownership of Renewable Energy Credits",,5,100
19356,3789,"Ownership of Renewable Energy Credits",,5,100
19357,4317,"Ownership of Renewable Energy Credits",,5,100
19358,4562,"Ownership of Renewable Energy Credits",,5,100
19359,4994,"Ownership of Renewable Energy Credits",,5,100
19360,4594,"Ownership of Renewable Energy Credits",,5,100
19361,3784,"Ownership of Renewable Energy Credits",,5,100
19362,3787,"Ownership of Renewable Energy Credits",,5,100
19363,3827,"Ownership of Renewable Energy Credits",,5,100
19364,3828,"Ownership of Renewable Energy Credits",,5,100
19365,3851,"Ownership of Renewable Energy Credits",,5,100
19366,3852,"Ownership of Renewable Energy Credits",,5,100
19367,4429,"Ownership of Renewable Energy Credits",,5,100
19368,3793,"Ownership of Renewable Energy Credits",,5,100
19369,3794,"Ownership of Renewable Energy Credits",,5,100
19370,3796,"Ownership of Renewable Energy Credits",,5,100
19371,3797,"Ownership of Renewable Energy Credits","Not applicable",5,100
19372,3934,"Ownership of Renewable Energy Credits",,5,100
19373,3803,"Ownership of Renewable Energy Credits",,5,100
19374,4644,"Ownership of Renewable Energy Credits",,5,100
19375,4430,"Ownership of Renewable Energy Credits","Not specified, but customers own RECs produced by net metered systems",5,100
19376,4431,"Ownership of Renewable Energy Credits",,5,100
19377,4901,"Ownership of Renewable Energy Credits",,5,100
19378,3907,"Ownership of Renewable Energy Credits",,5,100
19379,3805,"Ownership of Renewable Energy Credits",,5,100
19380,3807,"Ownership of Renewable Energy Credits",,5,100
19381,3808,"Ownership of Renewable Energy Credits",,5,100
19382,3810,"Ownership of Renewable Energy Credits",,5,100
19383,3908,"Ownership of Renewable Energy Credits",,5,100
19384,4056,"Ownership of Renewable Energy Credits","Efficiency Vermont owns all capacity and environmental credits",5,100
19385,4605,"Ownership of Renewable Energy Credits",,5,100
19386,3812,"Ownership of Renewable Energy Credits",,5,100
19387,3813,"Ownership of Renewable Energy Credits",,5,100
19388,3814,"Ownership of Renewable Energy Credits",,5,100
19389,3816,"Ownership of Renewable Energy Credits",,5,100
19390,3861,"Ownership of Renewable Energy Credits",,5,100
19391,4240,"Ownership of Renewable Energy Credits","Not Specified",5,100
19392,4241,"Ownership of Renewable Energy Credits","Not specified",5,100
19393,4438,"Ownership of Renewable Energy Credits",,5,100
19394,4535,"Ownership of Renewable Energy Credits",,5,100
19395,4702,"Ownership of Renewable Energy Credits",,5,100
19396,3818,"Ownership of Renewable Energy Credits",,5,100
19397,3819,"Ownership of Renewable Energy Credits",,5,100
19398,3822,"Ownership of Renewable Energy Credits",,5,100
19399,3823,"Ownership of Renewable Energy Credits",,5,100
19400,3937,"Ownership of Renewable Energy Credits",,5,100
19401,4016,"Ownership of Renewable Energy Credits",,5,100
19402,4084,"Ownership of Renewable Energy Credits",,5,100
19403,4110,"Ownership of Renewable Energy Credits",,5,100
19404,4115,"Ownership of Renewable Energy Credits",,5,100
19405,4142,"Ownership of Renewable Energy Credits",,5,100
19406,4160,"Ownership of Renewable Energy Credits",,5,100
19407,4187,"Ownership of Renewable Energy Credits",,5,100
19408,4727,"Ownership of Renewable Energy Credits",,5,100
19409,4772,"Ownership of Renewable Energy Credits",,5,100
19410,4773,"Ownership of Renewable Energy Credits",,5,100
19411,4774,"Ownership of Renewable Energy Credits",,5,100
19412,5308,"Ownership of Renewable Energy Credits",,5,100
19413,5412,"Ownership of Renewable Energy Credits",,5,100
19414,5579,"Ownership of Renewable Energy Credits","Sustainable Electric Utility (SEU)",5,100
19415,5508,"Ownership of Renewable Energy Credits",,5,100
19416,5360,"Ownership of Renewable Energy Credits",,5,100
19417,5369,"Ownership of Renewable Energy Credits",,5,100
19418,5424,"Ownership of Renewable Energy Credits",,5,100
19419,5652,"Ownership of Renewable Energy Credits",,5,100
19420,5653,"Ownership of Renewable Energy Credits",,5,100
19421,5655,"Ownership of Renewable Energy Credits",,5,100
19422,5664,"Ownership of Renewable Energy Credits",,5,100
19423,5157,"Ownership of Renewable Energy Credits","Not addressed",5,100
19424,4752,"Ownership of Renewable Energy Credits",,5,100
19425,4756,"Ownership of Renewable Energy Credits",,5,100
19426,5206,"Ownership of Renewable Energy Credits",,5,100
19427,4862,"Ownership of Renewable Energy Credits",,5,100
19428,4731,"Ownership of Renewable Energy Credits",,5,100
19429,4733,"Ownership of Renewable Energy Credits",,5,100
19430,4735,"Ownership of Renewable Energy Credits",,5,100
19431,4738,"Ownership of Renewable Energy Credits",,5,100
19432,4739,"Ownership of Renewable Energy Credits",,5,100
19433,4740,"Ownership of Renewable Energy Credits",,5,100
19434,4730,"Ownership of Renewable Energy Credits",,5,100
19435,4732,"Ownership of Renewable Energy Credits",,5,100
19436,4754,"Ownership of Renewable Energy Credits",,5,100
19437,4755,"Ownership of Renewable Energy Credits",,5,100
19438,4765,"Ownership of Renewable Energy Credits",,5,100
19439,4806,"Ownership of Renewable Energy Credits",,5,100
19440,4807,"Ownership of Renewable Energy Credits",,5,100
19441,4808,"Ownership of Renewable Energy Credits",,5,100
19442,4784,"Ownership of Renewable Energy Credits",,5,100
19443,4785,"Ownership of Renewable Energy Credits",,5,100
19444,4787,"Ownership of Renewable Energy Credits",,5,100
19445,4788,"Ownership of Renewable Energy Credits",,5,100
19446,4786,"Ownership of Renewable Energy Credits",,5,100
19447,4789,"Ownership of Renewable Energy Credits",,5,100
19448,4837,"Ownership of Renewable Energy Credits",,5,100
19449,4814,"Ownership of Renewable Energy Credits",,5,100
19450,4815,"Ownership of Renewable Energy Credits",,5,100
19451,4817,"Ownership of Renewable Energy Credits",,5,100
19452,4820,"Ownership of Renewable Energy Credits",,5,100
19453,4903,"Ownership of Renewable Energy Credits",,5,100
19454,4978,"Ownership of Renewable Energy Credits",,5,100
19455,5658,"Ownership of Renewable Energy Credits",,5,100
19456,4841,"Ownership of Renewable Energy Credits",,5,100
19457,4851,"Ownership of Renewable Energy Credits",,5,100
19458,4866,"Ownership of Renewable Energy Credits",,5,100
19459,5136,"Ownership of Renewable Energy Credits",,5,100
19460,5138,"Ownership of Renewable Energy Credits",,5,100
19461,5151,"Ownership of Renewable Energy Credits",,5,100
19462,5285,"Ownership of Renewable Energy Credits",,5,100
19463,4770,"Ownership of Renewable Energy Credits",,5,100
19464,4771,"Ownership of Renewable Energy Credits",,5,100
19465,4796,"Ownership of Renewable Energy Credits",,5,100
19466,4797,"Ownership of Renewable Energy Credits","The Program Administrator owns all environmental credits.",5,100
19467,4798,"Ownership of Renewable Energy Credits",,5,100
19468,4520,"Ownership of Renewable Energy Credits","Duke Energy Progress gets RECs for first 5 years.  Customer may renew contract for additional 1-year terms.",5,100
19469,4522,"Ownership of Renewable Energy Credits",,5,100
19470,4523,"Ownership of Renewable Energy Credits",,5,100
19471,4525,"Ownership of Renewable Energy Credits",,5,100
19472,4529,"Ownership of Renewable Energy Credits",,5,100
19473,4533,"Ownership of Renewable Energy Credits",,5,100
19474,4527,"Ownership of Renewable Energy Credits",,5,100
19475,4528,"Ownership of Renewable Energy Credits",,5,100
19476,4530,"Ownership of Renewable Energy Credits",,5,100
19477,4531,"Ownership of Renewable Energy Credits",,5,100
19478,4532,"Ownership of Renewable Energy Credits",,5,100
19479,4564,"Ownership of Renewable Energy Credits",,5,100
19480,4544,"Ownership of Renewable Energy Credits",,5,100
19481,4803,"Ownership of Renewable Energy Credits",,5,100
19482,4549,"Ownership of Renewable Energy Credits",,5,100
19483,4557,"Ownership of Renewable Energy Credits",,5,100
19484,5187,"Ownership of Renewable Energy Credits",,5,100
19485,5135,"Ownership of Renewable Energy Credits",,5,100
19486,5225,"Ownership of Renewable Energy Credits",,5,100
19487,5227,"Ownership of Renewable Energy Credits",,5,100
19488,4600,"Ownership of Renewable Energy Credits",,5,100
19489,4566,"Ownership of Renewable Energy Credits","Not addressed",5,100
19490,4568,"Ownership of Renewable Energy Credits",,5,100
19491,4569,"Ownership of Renewable Energy Credits",,5,100
19492,4570,"Ownership of Renewable Energy Credits",,5,100
19493,5074,"Ownership of Renewable Energy Credits",,5,100
19494,4801,"Ownership of Renewable Energy Credits",,5,100
19495,4802,"Ownership of Renewable Energy Credits",,5,100
19496,4804,"Ownership of Renewable Energy Credits",,5,100
19497,4840,"Ownership of Renewable Energy Credits",,5,100
19498,4799,"Ownership of Renewable Energy Credits",,5,100
19499,4809,"Ownership of Renewable Energy Credits",,5,100
19500,4810,"Ownership of Renewable Energy Credits",,5,100
19501,4811,"Ownership of Renewable Energy Credits",,5,100
19502,5117,"Ownership of Renewable Energy Credits",,5,100
19503,4928,"Ownership of Renewable Energy Credits",,5,100
19504,4930,"Ownership of Renewable Energy Credits",,5,100
19505,4938,"Ownership of Renewable Energy Credits",,5,100
19506,4972,"Ownership of Renewable Energy Credits",,5,100
19507,5114,"Ownership of Renewable Energy Credits",,5,100
19508,5116,"Ownership of Renewable Energy Credits",,5,100
19509,5068,"Ownership of Renewable Energy Credits",,5,100
19510,5132,"Ownership of Renewable Energy Credits",,5,100
19511,5073,"Ownership of Renewable Energy Credits",,5,100
19512,5176,"Ownership of Renewable Energy Credits",,5,100
19513,5177,"Ownership of Renewable Energy Credits",,5,100
19514,5095,"Ownership of Renewable Energy Credits",,5,100
19515,5140,"Ownership of Renewable Energy Credits",,5,100
19516,5143,"Ownership of Renewable Energy Credits",,5,100
19517,4960,"Ownership of Renewable Energy Credits",,5,100
19518,4945,"Ownership of Renewable Energy Credits","Puerto Rico Energy Affairs Administration",5,100
19519,5049,"Ownership of Renewable Energy Credits",,5,100
19520,4970,"Ownership of Renewable Energy Credits",,5,100
19521,4971,"Ownership of Renewable Energy Credits",,5,100
19522,4974,"Ownership of Renewable Energy Credits",,5,100
19523,4952,"Ownership of Renewable Energy Credits",,5,100
19524,4953,"Ownership of Renewable Energy Credits",,5,100
19525,4955,"Ownership of Renewable Energy Credits",,5,100
19526,4956,"Ownership of Renewable Energy Credits",,5,100
19527,4957,"Ownership of Renewable Energy Credits",,5,100
19528,4964,"Ownership of Renewable Energy Credits",,5,100
19529,4976,"Ownership of Renewable Energy Credits",,5,100
19530,5287,"Ownership of Renewable Energy Credits",,5,100
19531,4888,"Ownership of Renewable Energy Credits",,5,100
19532,4889,"Ownership of Renewable Energy Credits",,5,100
19533,4890,"Ownership of Renewable Energy Credits",,5,100
19534,4878,"Ownership of Renewable Energy Credits","Remains with system owner",5,100
19535,5021,"Ownership of Renewable Energy Credits",,5,100
19536,4929,"Ownership of Renewable Energy Credits",,5,100
19537,4897,"Ownership of Renewable Energy Credits",,5,100
19538,4898,"Ownership of Renewable Energy Credits",,5,100
19539,4899,"Ownership of Renewable Energy Credits",,5,100
19540,4900,"Ownership of Renewable Energy Credits",,5,100
19541,4905,"Ownership of Renewable Energy Credits",,5,100
19542,4906,"Ownership of Renewable Energy Credits",,5,100
19543,4907,"Ownership of Renewable Energy Credits",,5,100
19544,4908,"Ownership of Renewable Energy Credits",,5,100
19545,4909,"Ownership of Renewable Energy Credits",,5,100
19546,5123,"Ownership of Renewable Energy Credits",,5,100
19547,5137,"Ownership of Renewable Energy Credits",,5,100
19548,5280,"Ownership of Renewable Energy Credits",,5,100
19549,5166,"Ownership of Renewable Energy Credits",,5,100
19550,5254,"Ownership of Renewable Energy Credits",,5,100
19551,5563,"Ownership of Renewable Energy Credits",,5,100
19552,479,Standard,"<u>Class I (New Resources):</u> 15% of by 2020 and an additional 1% each year thereafter<br>
<u>Class II (Existing Resources):</u> 5.3% in 2014 (1.8% renewables and 3.5% waste-to-energy) and 5.5% in 2015 (2.0% renewables and 3.5% waste-to-energy)",0,101
19553,923,Standard,"2% by 2004; 15% by 2017",0,101
19554,934,Standard,"7.5% by 2015",0,101
19555,2901,Standard,"Goal: 20% of adjusted retail sales by 2025",0,101
19556,2904,Standard,"25% of net electricity sales by 2035",0,101
19557,113,Standard,"30% by December 31, 2028",0,101
19558,133,Standard,"Investor-owned utilities: 30% by 2020<br> 
Electric cooperatives serving 100,000 or more meters: 20% by 2020<br>
Electric cooperatives serving fewer than 100,000 meters: 10% by 2020<br>
Municipal utilities serving more than 40,000 customers: 10% by 2020",0,101
19559,2775,Standard,"10% by 2015",0,101
19560,606,Standard,"100% by 2045",0,101
19561,2473,Standard,"20% by 2020",0,101
19562,2523,Standard,"25.2% by 2025",0,101
19563,2350,Standard,"15% renewables by 2020 and all cost-effective conservation<br />
100% Clean Electricity by 2045",0,101
19564,4020,Standard,"20% by 2015; 25% by 2020; 30% by 2025; increasing until 51% of generating capacity is derived from renewable or alternative energy.",0,101
19565,2401,Standard,"Xcel Energy: 31.5% by 2020<br />
Other IOUs: 26.5% by 2025<br />
Other utilities: 25% by 2025",0,101
19566,2898,Standard,"Goal: 10% by 2015",0,101
19567,1231,Standard,"25% by compliance year 2025-2026",0,101
19568,396,Standard,"825 MW wind; 110 MW biomass",0,101
19569,2594,Standard,"Large investor-owned utilities: 50% by 2040<br>
Large consumer-owned utilities: 25% by 2025<br>
Small utilities: 10% by 2025<br>
Smallest utilities: 5% by 2025",0,101
19570,384,Standard,"15% by 2015",0,101
19571,1095,Standard,"38.5% by 2035 (10% for 2016; requirement set to increase by additional 1.5% each year until 2035)",0,101
19572,564,Standard,"50% Class I renewable energy by 2030 <br>
2.5% Class II renewable energy each year <br><br>

5.1% solar-electric by energy year 2021, which is then gradually reduced to an  ultimate standard of 1.100% by energy year 2031.",0,101
19573,720,Standard,"Investor-owned utilities: 50% by 2030; 100% carbon-free by 2045<br>
Rural electric cooperatives: 10% by 2020",0,101
19574,897,Standard,"50% renewables by 2020<br />
65% renewables by 2025",0,101
19575,605,Standard,"1% in 2005, increasing by 1% per year to reach at least 10% in 2015",0,101
19576,1085,Standard,"50% by 2030",0,101
19577,265,Standard,"105 MW of renewable generating capacity",0,101
19578,411,Standard,"100% by 2015 (goal)",0,101
19579,3094,Standard,"All utilities: 15% by 2021 <br />
DTE Electric: 300 MW of new renewables by 2013 and 600 MW by 2015<br />
Consumers Energy: 200 MW of new renewables by 2013 and 500 MW by 2015",0,101
19580,3401,Standard,"20% of peak demand capacity for each calendar year beginning in 2020",0,101
19581,2622,Standard,"15% by 2021",0,101
19582,2660,Standard,"Investor-owned utilities: 12.5% by 2021<br />
Electric cooperatives, municipal utilities: 10% by 2018",0,101
19583,190,Standard,"Statewide target of 10% by 2015; requirements vary by utility",0,101
19584,191,Standard,"PECO: 2% in 2001; increasing 0.5% annually; other utilities vary",0,101
19585,268,Standard,"15% by 2025",0,101
19586,584,Standard,"25% by compliance year 2025 - 2026",0,101
19587,452,Standard,"Total: 40% by 2017<br> Class I (New Resources): 10% by 2017<br>",0,101
19588,373,Standard,"50% by 2030<br />",0,101
19589,93,Standard,"29% by 2015",0,101
19590,840,Standard,"60% by December 31, 2030",0,101
19591,182,Standard,"5,880 MW by 2015; goal of 10,000 MW by 2025 (already achieved)",0,101
19592,4267,Standard,"20% by 2035",0,101
19593,195,Standard,"48% by 2030",0,101
19594,5505,Standard,"2% of aggregate generation capacity by 2021",0,101
19595,262,Standard,"~18% alternative energy resources by compliance year 2020-2021",0,101
19596,303,Standard,"50% by 2032",0,101
19597,2934,Standard,"8.5% by 2026",0,101
19598,2806,Standard,"30% by 2015",0,101
19599,2528,Standard,"Goal: 15% of base year (2007) sales by 2025",0,101
19600,1141,Standard,"Goal: 20% by 2017 <br>
Minimum obligation: (1) any increase in retail electric sales between 2005-2012 that is also at least 5% of 2005 sales; OR (2) 10% of retail electric sales in 2005",0,101
19601,2697,Standard,"Goal: 10% by 2015",0,101
19602,4832,Standard,"Average of 4% of electricity supplied between 2013 and 2018<br />
Average of 7% between 2019 and 2024<br />
Average of 10% in 2025",0,101
19603,4178,Standard,"Goal: 15% by 2015",0,101
19604,3653,Standard,"25% alternative and renewable energy resources by 2025",0,101
19605,4543,Standard,"20% of net electricity sales by 2016",0,101
19606,479,"Technology Minimum","In-State Solar PV: Mandated target of 1600 MW by 2020",1,102
19607,923,"Technology Minimum",No,1,102
19608,934,"Technology Minimum",No,1,102
19609,2901,"Technology Minimum",No,1,102
19610,2904,"Technology Minimum",,1,102
19611,113,"Technology Minimum",N/A,1,102
19612,133,"Technology Minimum","Investor-owned utilities: 3% of retail sales by 2020 must come from Distributed Generation (as defined in law), of which, half must be ""retail distributed generation"" serving on-site load<br />
<br />
Cooperatives that provide service to 10,000 or more meters: 1% of retail sales by 2020 must come from Distributed Generation (as defined in law), of which, half must be ""retail distributed generation"" serving on-site load<br />
<br />
Cooperatives that provide service to less than 10,000 meters: 0.75% of retail sales by 2020 must come from Distributed Generation (as defined in law), of which, half must be ""retail distributed generation"" serving on-site load.",1,102
19613,2775,"Technology Minimum",,1,102
19614,606,"Technology Minimum",No,1,102
19615,2473,"Technology Minimum",,1,102
19616,2523,"Technology Minimum","New Renewables (including thermal energy): 15% by 2025<br>
Thermal Energy: 2.2% by 2023<br>
New Solar-Electric: 0.7% by 2020<br>
Existing Biomass: 8% by 2017<br>
Existing Hydro: 1.5% by 2015",1,102
19617,2350,"Technology Minimum",No,1,102
19618,4020,"Technology Minimum",No,1,102
19619,2401,"Technology Minimum","Wind or Solar (Xcel only): 25% by 2020; maximum of 1% from solar<br>
IOUs: 1.5% from solar by 2020, 10% of which must be met with systems 20 kW or less<br>
Statewide goal: 10% solar by 2030",1,102
19620,2898,"Technology Minimum",No,1,102
19621,1231,"Technology Minimum","PV: 3.5% by compliance year 2025-2026",1,102
19622,396,"Technology Minimum","825 MW wind; 110 MW biomass",1,102
19623,2594,"Technology Minimum",,1,102
19624,384,"Technology Minimum",No,1,102
19625,1095,"Technology Minimum",No,1,102
19626,564,"Technology Minimum","Solar-Electric: Maximum of 5.1% by energy year 2021<br>

Offshore Wind: 3500 MW (standard must be defined in % terms by BPU, sufficient to reach this level of generating capacity)",1,102
19627,720,"Technology Minimum","For IOUs in 2020:<br>
Solar: 20% of RPS requirement (4% of sales)<br>
Wind: 30% of RPS requirement (6% of sales)<br>
Other renewables: 5% of RPS requirement (1% of sales)<br>
Distributed Renewables: 3% of RPS requirement (0.6% of sales)",1,102
19628,897,"Technology Minimum","600 MW new utility-scale solar by 2017<br />
200 MW local solar by 2020 (of which 100 MW is customer-controlled)<br />
200 MW fast-response storage by 2024.",1,102
19629,605,"Technology Minimum","At least 0.5% of renewable enegy generated should be biomass by 2005 and 1% biomass by 2010",1,102
19630,1085,"Technology Minimum","Solar: 14.5% by 2030<br>
Offshore Wind: TBD, at least 1,200 MW by 2030",1,102
19631,265,"Technology Minimum",N/A,1,102
19632,411,"Technology Minimum",,1,102
19633,3094,"Technology Minimum",No,1,102
