id,name,state_id,utility_id
2195,"City of Randall",27,15665
2196,"Randolph Electric Member Corp",38,15671
2197,"Ralls County Electric Coop",29,15672
2198,"City of Randolph",32,15674
2199,"Village of Rantoul",17,15686
2200,"Raton Public Service Company",36,15698
2201,"Rayle Electric Membership Corp",13,15700
2202,"Town of Readsboro",52,15718
2203,"City of Rayne",22,15728
2204,"Red River Valley Rrl Elec Assn",41,15746
2205,"Reading Town of",25,15748
2206,"Redwood Electric Coop",27,15750
2207,"City of Readlyn",19,15751
2208,"Red Bud City of",17,15772
2209,"City of Red Cloud",32,15773
2210,"Reedy Creek Improvement Dist",12,15776
2211,"Red Springs Town of",38,15778
2212,"City of Redding",6,15783
2213,"Redwood Falls Public Util Comm",27,15793
2214,"Reedsburg Utility Comm",57,15804
2215,"Rich Mountain Elec Coop, Inc",5,15811
2216,"Rich Mountain Elec Coop, Inc",41,15811
2217,"Renville-Sibley Coop Pwr Assn",27,15845
2218,"City of Remsen",19,15846
2219,"City of Rensselaer",18,15860
2220,"City of Renwick",19,15862
2221,"Village of Republic",40,15865
2222,"City of Pond Creek",41,15923
2223,"Rice Lake Utilities",57,15938
2224,"City of Rich Hill",29,15943
2225,"City of Richland Center",57,15978
2226,"City of Richland",55,15979
2227,"City of Richland",29,15981
2228,"Town of Richlands",54,15982
2229,"Richland Electric Coop",57,15983
2230,"City of Richmond",18,15989
2231,"Village of Richmondville",37,15991
2232,"Reynolds Village of",32,16022
2233,"Rio Grande Electric Coop, Inc",36,16057
2234,"Rio Grande Electric Coop, Inc",50,16057
2235,"Riverland Energy Cooperative",57,16060
2236,"Village of Ripley",40,16062
2237,"Rita Blanca Electric Coop, Inc",50,16063
2238,"Rising Sun City of",18,16068
2239,"City of River Falls",57,16082
2240,"City of Riverside",6,16088
2241,"Village of Riverton",17,16092
2242,"Roanoke Electric Member Corp",38,16101
2243,"City of Riverdale",39,16105
2244,"City of Robersonville",38,16113
2245,"City of Robinson",20,16135
2246,"City of Robertsdale",1,16140
2247,"Navasota Valley Elec Coop, Inc",50,16146
2248,"Roosevelt Public Power Dist",32,16164
2249,"City of Robstown",50,16175
2250,"Rochelle Municipal Utilities",17,16179
2251,"Rochester Public Utilities",27,16181
2252,"Rochester Gas & Electric Corp",37,16183
2253,"City of Rock Hill",47,16195
2254,"Rock Energy Cooperative",17,16196
2255,"Rock Energy Cooperative",57,16196
2256,"City of Rock Falls",17,16198
2257,"Rock Rapids Municipal Utility",19,16206
2258,"City of Rockford",19,16211
2259,"Rockland Electric Co",35,16213
2260,"Village of Rockville Centre",37,16217
2261,"Town of Rockville",18,16219
2262,"City of Rockwood",49,16223
2263,"City of Rocky Mount",38,16226
2264,"City of Rolla",29,16259
2265,"Rolling Hills Electric Coop",20,16267
2266,"Roodhouse City of",17,16269
2267,"Roosevelt Irrigation District",4,16273
2268,"Roseau Electric Coop, Inc",27,16284
2269,"City of Roseau",27,16285
2270,"Rosebud Electric Coop Inc",48,16286
2271,"City of Roseville",6,16295
2272,"Village of Rouses Point",37,16325
2273,"Runestone Electric Assn",27,16368
2274,"Borough of Royalton",44,16375
2275,"Rowley Town of",25,16377
2276,"Rural Electric Coop, Inc",41,16382
2277,"Rupert City of",16,16416
2278,"Rural Electric Conven Coop",17,16420
2279,"City of Rushford",27,16427
2280,"City of Russell",25,16438
2281,"City of Russell",20,16440
2282,"City of Rushmore",27,16451
2283,"City of Russellville",1,16458
2284,"Russellville City of",21,16459
2285,"Rusk County Electric Coop, Inc",50,16461
2286,"Town of Ruston",55,16462
2287,"City of Ruston",22,16463
2288,"Town of Ryan",41,16487
2289,"Rutherford Elec Member Corp",38,16496
2290,"Sac-Osage Electric Coop Inc",29,16511
2291,"City of Sabetha",20,16518
2292,"City of Sabula",19,16528
2293,"Sacramento Municipal Util Dist",6,16534
2294,"City of Safford",4,16538
2295,"City of Salamanca",37,16549
2296,"Salem Electric",42,16555
2297,"Salem City Corporation",51,16557
2298,"City of Salem",54,16558
2299,"City of Salem",29,16559
2300,"City of Salisbury",29,16560
2301,"City of Sallisaw",41,16561
2302,"Salmon River Electric Coop Inc",16,16565
2303,"Salt River Project",4,16572
2304,"Salt River Electric Coop Corp",21,16587
2305,"San Luis Valley R E C, Inc",7,16603
2306,"San Antonio City of",50,16604
2307,"City of San Augustine",50,16605
2308,"Santee Electric Coop, Inc",47,16606
2309,"San Diego Gas & Electric Co",6,16609
2310,"Scribner City of",32,16610
2311,"Access Energy Coop",19,16611
2312,"San Francisco City & County of",6,16612
2313,"Sam Houston Electric Coop Inc",50,16613
2314,"San Isabel Electric Assn, Inc",7,16616
2315,"San Miguel Power Assn, Inc",7,16622
2316,"San Patricio Electric Coop Inc",50,16627
2317,"Sanborn City of",19,16628
2318,"Sand Mountain Electric Coop",1,16629
2319,"City of Sandersville",13,16637
2320,"San Bernard Electric Coop, Inc",50,16638
2321,"City of Sanger",50,16647
2322,"City of Santa Clara",51,16648
2323,"Sangre De Cristo Elec Assn Inc",7,16649
2324,"City of Santa Clara",6,16655
2325,"Sargent City of",32,16667
2326,"Satilla Rural Elec Member Corporation",13,16674
2327,"City of Sauk Centre",27,16679
2328,"Village of Sauk City",57,16680
2329,"City of Seward",20,16699
2330,"Scenic Rivers Energy Coop",17,16740
2331,"Scenic Rivers Energy Coop",57,16740
2332,"Three Rivers Electric Coop",29,16751
2333,"Sheridan Electric Coop, Inc",30,16759
2334,"Sheridan Electric Coop, Inc",39,16759
2335,"City of Schulenburg",50,16765
2336,"City of Schuyler",32,16778
2337,"Borough of Schuylkill Haven",44,16780
2338,"Scotland Neck Town of",38,16788
2339,"SEMO Electric Cooperative",29,16805
2340,"Sam Rayburn Municipal Pwr Agny",50,16821
2341,"City of Scottsboro",1,16829
2342,"City of Scottsburg",18,16830
2343,"City of Scranton",20,16834
2344,"Village of Shickley",32,16845
2345,"SE-MA-NO Electric Coop",29,16851
2346,"City of Seaford",9,16852
2347,"St Clair Borough of",44,16853
2348,"Heartland Rural Elec Coop, Inc",20,16854
2349,"Seaside Heights City of",35,16864
2350,"Sawnee Electric Membership Corporation",13,16865
2351,"Seattle City of",55,16868
2352,"City of Sebewaing",26,16873
2353,"City of Savonburg",20,16876
2354,"Seguin City of",50,16900
2355,"Town of Selma",38,16914
2356,"Sedgwick Cnty El Coop Assn Inc",20,16920
2357,"City of Seneca",47,16921
2358,"City of Seneca",20,16922
2359,"Sequachee Valley Electric Coop",49,16930
2360,"Sergeant Bluff City of",19,16932
2361,"Sevier County Electric System",49,16949
2362,"Seville Board of Public Affairs",40,16951
2363,"City of Seward",32,16953
2364,"Seward County Rrl Pub Pwr Dist",32,16954
2365,"Seward City of",2,16955
2366,"Seymour City of",29,16959
2367,"City of Seymour",50,16961
2368,"Shakopee Public Utilities Comm",27,16971
2369,"City of Sharon Springs",20,16988
2370,"City of Stanton",19,16992
2371,"Town of Sharpsburg",38,17004
2372,"Sharyland Utilities LP",50,17008
2373,"Shawano Municipal Utilities",57,17011
2374,"City of Sheboygan Falls",57,17028
2375,"Sheffield Utilities",1,17033
2376,"City of Shelbina",29,17035
2377,"City of Shelby",38,17037
2378,"RushShelby Energy",18,17038
2379,"Shelby Electric Coop, Inc",17,17040
2380,"City of Shelby",40,17043
2381,"Shelby Energy Co-op, Inc",21,17044
2382,"City of Sharon",39,17045
2383,"City of Shelby",19,17046
2384,"City of Shelbyville",49,17047
2385,"Shenandoah Valley Elec Coop",54,17066
2386,"Shenandoah Valley Elec Coop",56,17066
2387,"City of Shelly",27,17074
2388,"Village of Sherburne",37,17079
2389,"City of Sherrill",37,17085
2390,"Village of Shiloh",40,17098
2391,"City of Shiner",50,17101
2392,"Town of Shrewsbury",25,17127
2393,"City of Shullsburg",57,17130
2394,"City of Sibley",19,17141
2395,"City of Sidney",32,17149
2396,"Sierra Pacific Power Co",6,17166
2397,"Sierra Pacific Power Co",33,17166
2398,"City of Sikeston",29,17177
2399,"City of Siloam Springs",5,17184
2400,"City of Siloam Springs",41,17184
2401,"Village of Silver Springs",37,17186
2402,"Singing River Elec Pwr Assn",1,17252
2403,"Singing River Elec Pwr Assn",28,17252
2404,"North West Rural Electric Coop",19,17260
2405,"Slope Electric Coop Inc",39,17261
2406,"City of Sioux Center",19,17264
2407,"City of Sioux Falls",48,17265
2408,"Sioux Valley SW Elec Coop",19,17267
2409,"Sioux Valley SW Elec Coop",27,17267
2410,"Sioux Valley SW Elec Coop",48,17267
2411,"Sitka City & Borough of",2,17271
2412,"PUD No 1 of Skamania Co",55,17279
2413,"Village of Skaneateles",37,17280
2414,"Skiatook Town of",41,17286
2415,"Slash Pine Elec Member Corp",13,17290
2416,"City of Slater",29,17312
2417,"Sleepy Eye Public Utility Comm",27,17320
2418,"Slinger Utilities",57,17324
2419,"Borough of Smethport",44,17337
2420,"Town of Smithfield",38,17451
2421,"City of Smithville",49,17452
2422,"Smithville City of",50,17453
2423,"Town of Smyrna",9,17457
2424,"Snohomish County PUD No 1",55,17470
2425,"Socorro Electric Coop, Inc",36,17492
2426,"City of Soda Springs",16,17493
2427,"City of Snyder",32,17497
2428,"Village of Solvay",37,17512
2429,"South Alabama Elec Coop, Inc",1,17534
2430,"South Carolina Electric&Gas Co",47,17539
2431,"South Central Ark El Coop, Inc",5,17540
2432,"South Carolina Pub Serv Auth",47,17543
2433,"South Central Public Pwr Dist",32,17548
2434,"South Central Electric Assn",27,17550
2435,"Town of South Coffeyville",41,17553
2436,"Town of South Hadley",25,17560
2437,"South Plains Electric Coop Inc",50,17561
2438,"City of South Haven",26,17562
2439,"South Kentucky Rural  Electric Coop Corp",21,17564
2440,"South Kentucky Rural  Electric Coop Corp",49,17564
2441,"South Louisiana Elec Coop Assn",22,17565
2442,"City of South Norwalk",8,17569
2443,"Borough of South River",35,17571
2444,"South River Elec Member Corp",38,17572
2445,"South Side Electric, Inc",16,17576
2446,"City of South Sioux City",32,17577
2447,"Southeastern IL Elec Coop, Inc",17,17585
2448,"South Vienna Corporation",40,17588
2449,"Town of South Whitley",18,17589
2450,"Southeast Colorado Power Assn",7,17592
2451,"Southeast Electric Coop, Inc",30,17593
2452,"Southeast Electric Coop, Inc",48,17593
2453,"Southeast Electric Coop, Inc",58,17593
2454,"Southeastern Indiana R E M C",18,17599
2455,"Southeastern Electric Coop Inc",41,17603
2456,"Southern California Edison Co",6,17609
2457,"Bear Valley Electric Service",6,17612
2458,"Southern Illinois Elec Coop",17,17631
2459,"Southern Indiana Gas & Elec Co",18,17633
2460,"Southern Maryland Elec Coop Inc",24,17637
2461,"Southern Public Power District",32,17642
2462,"Southern Iowa Elec Coop, Inc",19,17643
2463,"Southern Pine Elec Coop, Inc",1,17646
2464,"Southern Pine Elec Power Assn",28,17647
2465,"City of Southport",38,17668
2466,"Southwest Arkansas E C C",5,17671
2467,"Southwest Arkansas E C C",41,17671
2468,"Southwest Arkansas E C C",50,17671
2469,"Southwest Rural Elec Assn Inc",41,17681
2470,"Southwest Rural Elec Assn Inc",50,17681
2471,"Southwest Mississippi E P A",28,17683
2472,"Southwest Louisiana E M C",22,17684
2473,"Southwest Public Power Dist",32,17692
2474,"Southwest Texas Elec Coop, Inc",50,17693
2475,"Southwest Tennessee E M C",49,17694
2476,"Southwestern Electric Coop Inc",17,17697
2477,"Southwestern Electric Power Co",5,17698
2478,"Southwestern Electric Power Co",22,17698
2479,"Southwestern Electric Power Co",50,17698
2480,"Southwestern Electric Coop Inc",7,17715
2481,"Southwestern Electric Coop Inc",36,17715
2482,"Southwestern Electric Coop Inc",41,17715
2483,"Southwestern Electric Coop Inc",50,17715
2484,"Southwestern Public Service Co",36,17718
2485,"Southwestern Public Service Co",50,17718
2486,"Village of Spalding",32,17727
2487,"Spanish Fork City Corporation",51,17732
2488,"City of Sparta",49,17740
2489,"City of Summerfield",20,17754
2490,"Spencer City of",19,17783
2491,"City of Spencer",32,17787
2492,"Village of Spencerport",37,17789
2493,"Town of Spiceland",18,17790
2494,"Town of Spiro",41,17802
2495,"Spooner City of",57,17811
2496,"City of Spring Grove",27,17823
2497,"Spring Valley Pub Utils Comm",27,17824
2498,"Springer Electric Coop, Inc",36,17826
2499,"Springer Town of",36,17827
2500,"City of Springfield",17,17828
2501,"City of Springfield",49,17829
2502,"Snapping Shoals El Member Corp",13,17832
2503,"City Utilities of Springfield",29,17833
2504,"City of Springfield",7,17834
2505,"Springfield Public Utils Comm",27,17836
2506,"Spoon River Electric Coop, Inc",17,17838
2507,"City of Springfield",42,17839
2508,"Spring City Corporation",51,17844
2509,"City of Springville",51,17845
2510,"Village of Springville",37,17846
2511,"City of St Charles",17,17860
2512,"City of St Charles",27,17862
2513,"City of St Clairsville",40,17865
2514,"St Croix Electric Coop",57,17868
2515,"City of St Francis",20,17872
2516,"City of St George",51,17874
2517,"City of St James",27,17876
2518,"City of St James",29,17877
2519,"St John City of",20,17879
2520,"City of St Louis",26,17886
2521,"City of St Martinville",22,17889
2522,"City of St Marys",40,17891
2523,"City of St Marys",20,17894
2524,"City of Shasta Lake",6,17896
2525,"City of Saint Paul",2,17898
2526,"City of St Paul",32,17899
2527,"City of Saint Peter",27,17900
2528,"City of St Robert",29,17918
2529,"City of Stafford",20,17924
2530,"City of Stanberry",29,17946
2531,"Stanton County Public Pwr Dist",32,17979
2532,"Stantonsburg Town of",38,17981
2533,"City of Staples",27,17983
2534,"City of Starke",12,18004
2535,"City of Starkville",28,18006
2536,"City of State Center",19,18014
2537,"Stearns Cooperative Elec Assn",27,18019
2538,"City of Statesville",38,18022
2539,"City of Steelville",29,18045
2540,"Steele-Waseca Cooperative Electric",27,18047
2541,"Town of Steilacoom",55,18051
2542,"City of Stephen",27,18063
2543,"City of Stephenson",26,18074
2544,"South Central Power Company",40,18085
2545,"City of Sterling",20,18086
2546,"Town of Sterling",25,18087
2547,"Steuben County Rural E M C",18,18100
2548,"Steuben Rural Elec Coop, Inc",37,18102
2549,"Stillwater Utilities Authority",41,18125
2550,"City of Stilwell",41,18126
2551,"City of Stratton",32,18129
2552,"City of Stockton",20,18137
2553,"Story City City of",19,18177
2554,"Stoughton City of",57,18181
2555,"Swisher Electric Coop, Inc",50,18199
2556,"Village of Stratford",57,18200
2557,"City of Stratford",19,18201
2558,"Tallapoosa River Elec Coop Inc",1,18203
2559,"City of Strawberry Point",19,18204
2560,"Strawberry Electric Serv Dist",51,18206
2561,"City of Stromsburg",32,18217
2562,"City of Stroud",41,18224
2563,"City of Stuart",32,18230
2564,"Stuart City of",19,18231
2565,"Sturgeon Bay City of",57,18249
2566,"Town of Straughn",18,18250
2567,"City of Sturgis",26,18252
2568,"Surprise Valley Electrification Corp.",6,18260
2569,"Surprise Valley Electrification Corp.",33,18260
2570,"Surprise Valley Electrification Corp.",42,18260
2571,"City of Sullivan",29,18273
2572,"City of Sullivan",17,18277
2573,"Sulphur Springs Valley E C Inc",4,18280
2574,"City of Sumas",55,18282
2575,"Borough of Summerhill",44,18284
2576,"City of Sumner",19,18301
2577,"Sumter Electric Coop, Inc",12,18304
2578,"Sumter Electric Member Corp",13,18305
2579,"Sun Prairie Water & Light Comm",57,18312
2580,"Sumner-Cowley Elec Coop, Inc",20,18316
2581,"City of Superior",32,18330
2582,"Superior Water, Light and Power Co",57,18336
2583,"Surry-Yadkin Elec Member Corp",38,18339
2584,"City of Sutton",32,18354
2585,"Suwannee Valley Elec Coop Inc",12,18360
2586,"Swans Island Electric Coop Inc",23,18368
2587,"Village of Swanton",52,18371
2588,"Taylor Electric Coop",57,18383
2589,"City of Sweetwater",49,18384
2590,"Village of Sycamore",40,18393
2591,"Sylacauga Utilities Board",1,18395
2592,"City of Sylvania",13,18397
2593,"Sun River Electric Coop, Inc",30,18401
2594,"City of Sylvester",13,18403
2595,"City of Syracuse",32,18408
2596,"Village of Talmage",32,18428
2597,"Tacoma City of",55,18429
2598,"Tahlequah Public Works Auth",41,18433
2599,"City of Tallahassee",12,18445
2600,"T I P Rural Electric Coop",19,18446
2601,"Tallahatchie Valley E P A",28,18447
2602,"Tanner Electric Coop",55,18448
2603,"Talquin Electric Coop, Inc",12,18449
2604,"Tampa Electric Co",12,18454
2605,"Borough of Tarentum",44,18456
2606,"Town of Tarboro",38,18466
2607,"City of Tarrant",1,18472
2608,"Tanana Power Co Inc",2,18474
2609,"Tatitlek Electric Utility",2,18480
2610,"City of Taunton",25,18488
2611,"Taylor County Rural E C C",21,18498
2612,"Three Notch Elec Member Corp",13,18499
2613,"Tecumseh Utility Authority",41,18524
2614,"City of Tecumseh",32,18525
2615,"Tell City City of",18,18538
2616,"City of Tenakee Springs",2,18541
2617,"Town of Templeton",25,18546
2618,"Tennessee Valley Electric Coop",49,18643
2619,"Town of Thatcher",4,18805
2620,"Thayer City of",29,18806
2621,"Village of Theresa",37,18813
2622,"City of Thief River Falls",27,18820
2623,"City of Thomaston",13,18847
2624,"City of Thomasville",13,18848
2625,"City of Thorntown",18,18887
2626,"Thumb Electric Coop of Mich",26,18895
2627,"Thurmont Municipal Light Co",24,18901
2628,"Tillamook Peoples Utility Dist",42,18917
2629,"Timpson City of",50,18933
2630,"Tipmont Rural Elec Member Corp",18,18940
2631,"City of Tipp City",40,18941
2632,"Tipton Municipal Electric Util",18,18942
2633,"Tippah Electric Power Assn",28,18943
2634,"Village of Tontogany",40,18944
2635,"City of Toronto",20,18945
2636,"City of Tipton",19,18947
2637,"Tishomingo County E P A",28,18951
2638,"City of Trenton",32,18954
2639,"Tri-County Electric Coop, Inc",17,18955
2640,"Tri-County Elec Member Corp",13,18956
2641,"Tri-County Elec Member Corp",38,18957
2642,"City of Troy",20,18959
2643,"Twin County Electric Pwr Assn",28,18961
2644,"Twin Valley Electric Coop Inc",20,18962
2645,"Inside Passage Elec Coop, Inc",2,18963
2646,"Trinity Valley Elec Coop Inc",50,18976
2647,"The Toledo Edison Co",40,18997
2648,"Tombigbee Electric Power Assn",28,19007
2649,"Tonopah Irrigation District",4,19016
2650,"Tongue River Electric Coop Inc",30,19022
2651,"City of Tonkawa",41,19025
2652,"Tombigbee Electric Coop, Inc",1,19027
2653,"City of Torrington",58,19032
2654,"Traverse Electric Coop, Inc",27,19060
2655,"Traverse Electric Coop, Inc",39,19060
2656,"Traverse Electric Coop, Inc",48,19060
2657,"City of Traer",19,19062
2658,"Tideland Electric Member Corp",38,19108
2659,"Village of Trempealeau",57,19114
2660,"City of Traverse City",26,19125
2661,"Trinity Public Utilities Dist",6,19131
2662,"City of Trenton",49,19149
2663,"Trenton Municipal Utilities",29,19150
2664,"Tri-State Electric Member Corp",13,19154
2665,"Tri-State Electric Member Corp",38,19154
2666,"Tri-State Electric Member Corp",49,19154
2667,"Powder River Energy Corporation",30,19156
2668,"Powder River Energy Corporation",58,19156
2669,"Tri-County Electric Coop",19,19157
2670,"Tri-County Electric Coop",27,19157
2671,"Tri-County Electric Coop Assn",29,19158
2672,"Tri-County Electric Coop, Inc",50,19159
2673,"Tri-County Electric Coop, Inc",7,19160
2674,"Tri-County Electric Coop, Inc",20,19160
2675,"Tri-County Electric Coop, Inc",36,19160
2676,"Tri-County Electric Coop, Inc",41,19160
2677,"Tri-County Electric Coop, Inc",12,19161
2678,"Tri-County Elec Member Corp",21,19162
2679,"Tri-County Elec Member Corp",49,19162
2680,"Tricounty Rural Elec Coop, Inc",40,19176
2681,"Trico Electric Cooperative Inc",4,19189
2682,"City of Trinidad",7,19204
2683,"Diverse Power Incorporated",1,19219
2684,"Diverse Power Incorporated",13,19219
2685,"City of Troy",1,19225
2686,"City of Troy",18,19227
2687,"Truckee Donner P U D",6,19229
2688,"City of Troy",30,19236
2689,"Truman Public Utilities Comm",27,19237
2690,"City of Truth or Consequences",36,19246
2691,"City of Tulia",50,19264
2692,"Tullahoma Board-Public Utils",49,19266
2693,"Tuntutuliak Comm Services Assn",2,19267
2694,"Tupelo City of",28,19273
2695,"Village of Tupper Lake",37,19274
2696,"TDX North Slope Generating Co",2,19277
2697,"Turlock Irrigation District",6,19281
2698,"Southeastern Electric Coop Inc",48,19293
2699,"City of Tuscumbia",1,19307
2700,"City of Tuskegee",1,19308
2701,"City of Two Harbors",27,19321
2702,"Two Rivers Water & Light",57,19324
2703,"Umatilla Electric Coop Assn",42,19325
2704,"City of Tyler",27,19332
2705,"City of Tyndall",48,19333
2706,"City of Udall",20,19344
2707,"UGI Utilities, Inc",44,19390
2708,"Tri-County Electric Coop",26,19396
2709,"City of Ukiah",6,19397
2710,"City of Union City",49,19430
2711,"City of Union",47,19431
2712,"Village of Union City",26,19432
2713,"Union Electric Membership Corp",38,19435
2714,"Union Electric Co",29,19436
2715,"Western Iowa Power Coop",19,19437
2716,"United Rural Elec Member Corp",18,19443
2717,"Southern Indiana R E C, Inc",18,19445
2718,"Duke Energy Kentucky, Inc.",21,19446
2719,"City of Unalaska",2,19454
2720,"City of Unionville",29,19474
2721,"United Electric Coop Service Inc",50,19490
2722,"Union County Electric Coop Inc",48,19493
2723,"United Illuminating Co",8,19497
2724,"United Power, Inc",7,19499
2725,"Union Rural Electric Coop, Inc",40,19501
2726,"United Electric Co-op, Inc",16,19502
2727,"Black Hills Power Inc",30,19545
2728,"Black Hills Power Inc",48,19545
2729,"Black Hills Power Inc",58,19545
2730,"Hawaiian Electric Co Inc",15,19547
2731,"Homer Electric Assn Inc",2,19558
2732,"Upper Cumberland E M C",49,19574
2733,"Upper Peninsula Power Co",26,19578
2734,"Upshur Rural Elec Coop Corp",50,19579
2735,"Upson Elec Member Corp",13,19581
2736,"USBIA-Mission Valley Power",30,19603
2737,"USBIA-San Carlos Project",4,19604
2738,"Utilities Dist-Western IN REMC",18,19667
2739,"City of Valentine",32,19677
2740,"City of Valley City",39,19687
2741,"Valley Electric Member Corp",22,19688
2742,"Van Buren Light & Power Dist",23,19702
2743,"City of Vanceburg",21,19716
2744,"City of Yale",41,19719
2745,"City of Vandalia",29,19722
2746,"UNS Electric, Inc",4,19728
2747,"Town of Veedersburg",18,19771
2748,"Vera Irrigation District #15",55,19784
2749,"Verdigris Valley Elec Coop Inc",41,19785
2750,"City of Vermillion",48,19788
2751,"Verendrye Electric Coop Inc",39,19790
2752,"Vermont Electric Cooperative, Inc.",52,19791
2753,"Omya Inc",52,19794
2754,"City of Vernon",6,19798
2755,"City of Vero Beach",12,19804
2756,"Village of Versailles",40,19805
2757,"Victoria Electric Coop, Inc",50,19806
2758,"Vernon Electric Coop",57,19813
2759,"Victory Electric Coop Assn Inc",20,19820
2760,"Town of Vidalia",22,19828
2761,"Valley Electric Assn, Inc",6,19840
2762,"Valley Electric Assn, Inc",33,19840
2763,"Villisca City of",19,19843
2764,"Vineland City of",35,19856
2765,"Vinton City of",19,19865
2766,"Town of Vinton",22,19866
2767,"Village of Viola",57,19867
2768,"Vinton Public Power Auth",22,19869
2769,"Virginia Electric & Power Co",38,19876
2770,"Virginia Electric & Power Co",54,19876
2771,"Virgin Islands Wtr&Pwr Auth",53,19879
2772,"Virginia Tech Electric Service",54,19882
2773,"City of Virginia",27,19883
2774,"Wabash County Rural E M C",18,19887
2775,"City of Volga",48,19896
2776,"Volunteer Electric Coop",49,19898
2777,"City of Wadena",27,19947
2778,"City of Wadsworth",40,19951
2779,"City of Waelder",50,19952
2780,"Wahoo City of",32,19968
2781,"Town of Wake Forest",38,19974
2782,"City of Wakefield",26,19975
2783,"Town of Wakefield",54,19978
2784,"Town of Wakefield",25,19979
2785,"City of Wakefield",32,19980
2786,"Wake Electric Membership Corp",38,19981
2787,"Town of Walkerton",18,20021
2788,"City of Wall Lake",19,20025
2789,"Wallingford Town of",8,20038
2790,"Walters Public Works Authority",41,20061
2791,"Village of Walthill",32,20063
2792,"Walton Electric Member Corp",13,20065
2793,"City of Wamego",20,20069
2794,"Borough of Wampum",44,20070
2795,"Town of Walstonburg",38,20071
2796,"City of Wapakoneta",40,20077
2797,"City of Warren",27,20110
2798,"Warren County Rural E M C",17,20111
2799,"Warren County Rural E M C",18,20111
2800,"Town of Warren",18,20122
2801,"Warren Rural Elec Coop Corp",21,20130
2802,"City of Warroad",27,20134
2803,"City of Washington",51,20135
2804,"City of Waseca",27,20136
2805,"Wasco Electric Coop, Inc",42,20138
2806,"Washington City of",18,20139
2807,"City of Washington",13,20140
2808,"Washington City of",20,20141
2809,"City of Washington",38,20142
2810,"Washington Elec Member Corp",13,20146
2811,"Washington Electric Coop, Inc",40,20150
2812,"Washington Electric Coop Inc",52,20151
2813,"Washington Island El Coop, Inc",57,20153
2814,"Wagoner Public Works Authority",41,20163
2815,"Avista Corp",16,20169
2816,"Avista Corp",30,20169
2817,"Avista Corp",55,20169
2818,"City of Water Valley",28,20176
2819,"Waterloo City of",17,20180
2820,"Waterloo Light & Water Comm",57,20182
2821,"Watertown Municipal Utilities",48,20187
2822,"City of Waterville",20,20189
2823,"City of Wathena",20,20192
2824,"Village of Watkins Glen",37,20193
2825,"City of Watonga",41,20196
2826,"Watsontown Borough of",44,20206
2827,"City of Wauchula",12,20209
2828,"Village of Waunakee",57,20211
2829,"Village of Wauneta",32,20212
2830,"Waupun Utilities",57,20213
2831,"Waverly Municipal Elec Utility",19,20214
2832,"Whitewater Valley Rural EMC",18,20216
2833,"City of Wayne",32,20219
2834,"Wayne-White Counties Elec Coop",17,20222
2835,"Village of Waynesfield",40,20223
2836,"City of Waynesville",29,20224
2837,"Town of Waynesville",38,20225
2838,"City of Waynetown",18,20226
2839,"City of Waynoka",41,20227
2840,"Weakley County Mun Elec Sys",49,20228
2841,"Weatherford Mun Utility System",50,20230
2842,"Borough of Weatherly",44,20232
2843,"City of Webster City",19,20259
2844,"City of Weiser",16,20297
2845,"Wellesley Town of",25,20310
2846,"Village of Wellington",40,20313
2847,"City of Wellington",20,20315
2848,"Webster Electric Coop",29,20318
2849,"West Boylston Town of",25,20326
2850,"City of Weimar",50,20331
2851,"Wells Rural Electric Co",33,20332
2852,"Wells Rural Electric Co",51,20332
2853,"Wellsborough Electric Co",44,20334
2854,"Village of Wellsville",37,20337
2855,"Town of Welsh",22,20343
2856,"City of Wessington Springs",48,20359
2857,"West Central Electric Coop Inc",29,20363
2858,"City of West Bend",19,20364
2859,"West Central Electric Coop Inc",48,20368
2860,"West Florida El Coop Assn, Inc",12,20371
2861,"West Kentucky Rural E C C",21,20377
2862,"Town of Westfield",19,20379
2863,"City of West Liberty",19,20380
2864,"City of West Memphis",5,20382
2865,"West Oregon Electric Coop Inc",42,20385
2866,"West Penn Power Co",44,20387
2867,"City of West Plains",29,20392
2868,"City of West Point",13,20393
2869,"City of West Point",28,20394
2870,"West Point Utility System",19,20396
2871,"City of West Point",32,20397
2872,"West River Electric Assn Inc",48,20401
2873,"AEP Texas North Company",50,20404
2874,"Mountrail-Williams Elec Coop",30,20413
2875,"Mountrail-Williams Elec Coop",39,20413
2876,"Whetstone Valley Elec Coop Inc",48,20422
2877,"City of Westbrook",27,20430
2878,"City of Westby",57,20434
2879,"Western Massachusetts Elec Co",25,20455
2880,"Twin Valleys Public Power Dist",32,20456
2881,"City of Whalan",27,20466
2882,"Village of Wharton",40,20471
2883,"Wharton County Elec Coop, Inc",50,20472
2884,"Western Coop Electric Assn Inc",20,20476
2885,"City of Westerville",40,20477
2886,"Village of Westfield",37,20480
2887,"City of Westfield",25,20481
2888,"City of Westminster",47,20490
2889,"City of Wetumka",41,20502
2890,"Wheatland Rural Elec Assn, Inc",58,20506
2891,"Wheat Belt Public Power Dist",32,20509
2892,"Wheatland Electric Coop, Inc",7,20510
2893,"Wheatland Electric Coop, Inc",20,20510
2894,"Town of Wheatland",58,20512
2895,"Wheeling Power Co",56,20521
2896,"City of Whigham",13,20534
2897,"City of White Mountain",2,20535
2898,"White River Valley El Coop Inc",29,20574
2899,"White River Electric Assn, Inc",7,20576
2900,"Whitehall Electric Utility",57,20583
